ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	
1416086_at	0.428709011522439	0.0147563568972686	-3.10982501988712	-2.83974574094873	-0.461938987350845	Tpst2	protein-tyrosine sulfotransferase 2	22022	5 54.65 cM	protein-tyrosine sulfotransferase activity///transferase activity	fusion of sperm to egg plasma membrane///peptidyl-tyrosine sulfation///prevention of polyspermy	Golgi apparatus///endoplasmic reticulum///extracellular vesicular exosome///integral component of membrane///membrane	GO:0008476///GO:0016740	GO:0007342///GO:0006478///GO:0060468	GO:0005794///GO:0005783///GO:0070062///GO:0016021///GO:0016020	
1424480_s_at	0.428931581444192	0.0147829218461595	3.1086247631508	-2.84145923886093	0.362247218759915	Akt2	thymoma viral proto-oncogene 2	11652	7 15.94 cM	ATP binding///kinase activity///nucleotide binding///protein binding///protein kinase C binding///protein kinase activity///protein serine/threonine kinase activity///protein serine/threonine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups	activation of Ral GTPase activity///apoptotic process///carbohydrate metabolic process///carbohydrate transport///cellular response to insulin stimulus///cellular response to insulin stimulus///cellular response to organic cyclic compound///glucose metabolic process///glycogen biosynthetic process///glycogen metabolic process///insulin receptor signaling pathway///insulin receptor signaling pathway///intracellular protein transmembrane transport///multicellular organismal development///negative regulation of RNA splicing///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///negative regulation of plasma membrane long-chain fatty acid transport///peripheral nervous system myelin maintenance///phosphorylation///positive regulation of cell migration///positive regulation of cell motility///positive regulation of fatty acid beta-oxidation///positive regulation of gene expression///positive regulation of glucose import///positive regulation of glucose import in response to insulin stimulus///positive regulation of glucose metabolic process///positive regulation of glycogen biosynthetic process///positive regulation of nitric oxide biosynthetic process///positive regulation of peptidyl-serine phosphorylation///positive regulation of positive chemotaxis///positive regulation of protein phosphorylation///positive regulation of protein phosphorylation///positive regulation of protein targeting to membrane///positive regulation of signal transduction///positive regulation of sodium ion transport///positive regulation of transcription from RNA polymerase II promoter///positive regulation of vesicle fusion///protein kinase B signaling///protein localization to plasma membrane///protein phosphorylation///protein phosphorylation///regulation of translation///transport	cell cortex///cytoplasm///cytosol///insulin-responsive compartment///intracellular membrane-bounded organelle///membrane///nucleus///plasma membrane///plasma membrane///ruffle membrane///vesicle	GO:0005524///GO:0016301///GO:0000166///GO:0005515///GO:0005080///GO:0004672///GO:0004674///GO:0004674///GO:0016740///GO:0016772	GO:0032859///GO:0006915///GO:0005975///GO:0008643///GO:0032869///GO:0032869///GO:0071407///GO:0006006///GO:0005978///GO:0005977///GO:0008286///GO:0008286///GO:0065002///GO:0007275///GO:0033119///GO:0043066///GO:0043154///GO:0010748///GO:0032287///GO:0016310///GO:0030335///GO:2000147///GO:0032000///GO:0010628///GO:0046326///GO:2001275///GO:0010907///GO:0045725///GO:0045429///GO:0033138///GO:0050927///GO:0001934///GO:0001934///GO:0090314///GO:0009967///GO:0010765///GO:0045944///GO:0031340///GO:0043491///GO:0072659///GO:0006468///GO:0006468///GO:0006417///GO:0006810	GO:0005938///GO:0005737///GO:0005829///GO:0032593///GO:0043231///GO:0016020///GO:0005634///GO:0005886///GO:0005886///GO:0032587///GO:0031982	
1420893_a_at	0.429036950075276	0.0148054619616105	-3.10760812949758	-2.84291070027778	-0.655646174419573	Tgfbr1	transforming growth factor, beta receptor I	21812	4 26.02 cM	ATP binding///I-SMAD binding///SMAD binding///SMAD binding///contributes_to growth factor binding///kinase activity///metal ion binding///nucleotide binding///protein binding///protein complex binding///protein heterodimerization activity///protein kinase activity///protein serine/threonine kinase activity///receptor signaling protein serine/threonine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups///transforming growth factor beta binding///transforming growth factor beta binding///contributes_to transforming growth factor beta binding///transforming growth factor beta receptor activity, type I///transforming growth factor beta-activated receptor activity///transforming growth factor beta-activated receptor activity///transforming growth factor beta-activated receptor activity///contributes_to transforming growth factor beta-activated receptor activity///transmembrane receptor protein serine/threonine kinase activity///type II transforming growth factor beta receptor binding///ubiquitin protein ligase binding	activation of MAPKK activity///angiogenesis///anterior/posterior pattern specification///apoptotic process///artery morphogenesis///blastocyst development///cell differentiation///cell motility///cellular response to transforming growth factor beta stimulus///cellular response to transforming growth factor beta stimulus///collagen fibril organization///embryo development///embryonic cranial skeleton morphogenesis///endothelial cell migration///epithelial to mesenchymal transition///germ cell migration///heart development///in utero embryonic development///kidney development///lens development in camera-type eye///male gonad development///negative regulation of apoptotic process///negative regulation of chondrocyte differentiation///negative regulation of endothelial cell differentiation///negative regulation of endothelial cell proliferation///negative regulation of extrinsic apoptotic signaling pathway///neuron fate commitment///palate development///palate development///parathyroid gland development///pathway-restricted SMAD protein phosphorylation///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///pharyngeal system development///phosphorylation///positive regulation of SMAD protein import into nucleus///positive regulation of apoptotic signaling pathway///positive regulation of cell growth///positive regulation of cell proliferation///positive regulation of cellular component movement///positive regulation of filopodium assembly///positive regulation of pathway-restricted SMAD protein phosphorylation///positive regulation of protein kinase B signaling///positive regulation of transcription, DNA-templated///post-embryonic development///protein autophosphorylation///protein phosphorylation///protein phosphorylation///regulation of gene expression///regulation of growth///regulation of protein binding///regulation of protein ubiquitination///regulation of transcription, DNA-templated///response to cholesterol///response to cholesterol///response to estrogen///signal transduction///skeletal system development///skeletal system morphogenesis///thymus development///transforming growth factor beta receptor signaling pathway///transforming growth factor beta receptor signaling pathway///transforming growth factor beta receptor signaling pathway///transmembrane receptor protein serine/threonine kinase signaling pathway	apical plasma membrane///basolateral plasma membrane///caveola///cell junction///endosome///integral component of membrane///membrane///membrane raft///plasma membrane///protein complex///receptor complex///tight junction	GO:0005524///GO:0070411///GO:0046332///GO:0046332///contributes_to GO:0019838///GO:0016301///GO:0046872///GO:0000166///GO:0005515///GO:0032403///GO:0046982///GO:0004672///GO:0004674///GO:0004702///GO:0016740///GO:0016772///GO:0050431///GO:0050431///contributes_to GO:0050431///GO:0005025///GO:0005024///GO:0005024///GO:0005024///contributes_to GO:0005024///GO:0004675///GO:0005114///GO:0031625	GO:0000186///GO:0001525///GO:0009952///GO:0006915///GO:0048844///GO:0001824///GO:0030154///GO:0048870///GO:0071560///GO:0071560///GO:0030199///GO:0009790///GO:0048701///GO:0043542///GO:0001837///GO:0008354///GO:0007507///GO:0001701///GO:0001822///GO:0002088///GO:0008584///GO:0043066///GO:0032331///GO:0045602///GO:0001937///GO:2001237///GO:0048663///GO:0060021///GO:0060021///GO:0060017///GO:0060389///GO:0018105///GO:0018107///GO:0060037///GO:0016310///GO:0060391///GO:2001235///GO:0030307///GO:0008284///GO:0051272///GO:0051491///GO:0010862///GO:0051897///GO:0045893///GO:0009791///GO:0046777///GO:0006468///GO:0006468///GO:0010468///GO:0040008///GO:0043393///GO:0031396///GO:0006355///GO:0070723///GO:0070723///GO:0043627///GO:0007165///GO:0001501///GO:0048705///GO:0048538///GO:0007179///GO:0007179///GO:0007179///GO:0007178	GO:0016324///GO:0016323///GO:0005901///GO:0030054///GO:0005768///GO:0016021///GO:0016020///GO:0045121///GO:0005886///GO:0043234///GO:0043235///GO:0005923	
1420506_a_at	0.429245888160739	0.0148315899655363	3.10643170020561	-2.84459042469668	1.38013343264466	Stxbp1	syntaxin binding protein 1	20910	2 22.09 cM	SNARE binding///identical protein binding///poly(A) RNA binding///protein N-terminus binding///protein binding///protein domain specific binding///protein kinase binding///syntaxin binding///syntaxin-1 binding///syntaxin-1 binding	axon target recognition///exocytosis///long term synaptic depression///negative regulation of neuron apoptotic process///negative regulation of synaptic transmission, GABAergic///neuromuscular synaptic transmission///neurotransmitter secretion///platelet aggregation///platelet degranulation///positive regulation of calcium ion-dependent exocytosis///positive regulation of exocytosis///protein stabilization///protein transport///regulation of synaptic vesicle priming///synaptic vesicle maturation///transport///vesicle docking involved in exocytosis///vesicle-mediated transport	cell///cytoplasm///extracellular vesicular exosome///mitochondrion///plasma membrane///colocalizes_with plasma membrane///platelet alpha granule///protein complex	GO:0000149///GO:0042802///GO:0044822///GO:0047485///GO:0005515///GO:0019904///GO:0019901///GO:0019905///GO:0017075///GO:0017075	GO:0007412///GO:0006887///GO:0060292///GO:0043524///GO:0032229///GO:0007274///GO:0007269///GO:0070527///GO:0002576///GO:0045956///GO:0045921///GO:0050821///GO:0015031///GO:0010807///GO:0016188///GO:0006810///GO:0006904///GO:0016192	GO:0005623///GO:0005737///GO:0070062///GO:0005739///GO:0005886///colocalizes_with GO:0005886///GO:0031091///GO:0043234	
1452201_at	0.430422753595205	0.0148912235157442	3.10375478654291	-2.84841304568682	0.626497467693257	Swsap1	SWIM type zinc finger 7 associated protein 1	66962	9 A4	ATPase activity///DNA binding///single-stranded DNA binding	ATP catabolic process///DNA recombination///DNA repair///cellular response to DNA damage stimulus///double-strand break repair via homologous recombination///protein stabilization	Shu complex///nucleus	GO:0016887///GO:0003677///GO:0003697	GO:0006200///GO:0006310///GO:0006281///GO:0006974///GO:0000724///GO:0050821	GO:0097196///GO:0005634	
1422079_at	0.431531907855243	0.0149524141077847	-3.10101964138931	-2.85231950923557	-0.774972240862851	Prkch	protein kinase C, eta	18755	12 C3-D1	ATP binding///Ral GTPase binding///calcium-independent protein kinase C activity///enzyme binding///kinase activity///metal ion binding///nucleotide binding///protein binding///protein kinase C activity///protein kinase activity///protein serine/threonine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups	cell differentiation///intracellular signal transduction///negative regulation of glial cell apoptotic process///phosphorylation///positive regulation of B cell receptor signaling pathway///positive regulation of NF-kappaB transcription factor activity///positive regulation of glial cell proliferation///positive regulation of keratinocyte differentiation///positive regulation of macrophage derived foam cell differentiation///protein kinase C signaling///protein phosphorylation///regulation of tight junction assembly	cell-cell junction///cytoplasm///cytosol///cytosol///extracellular vesicular exosome///membrane///plasma membrane///plasma membrane	GO:0005524///GO:0017160///GO:0004699///GO:0019899///GO:0016301///GO:0046872///GO:0000166///GO:0005515///GO:0004697///GO:0004672///GO:0004674///GO:0016740///GO:0016772	GO:0030154///GO:0035556///GO:0034351///GO:0016310///GO:0050861///GO:0051092///GO:0060252///GO:0045618///GO:0010744///GO:0070528///GO:0006468///GO:2000810	GO:0005911///GO:0005737///GO:0005829///GO:0005829///GO:0070062///GO:0016020///GO:0005886///GO:0005886	
1415905_at	0.431531907855243	0.0149676338246838	-3.10034116155383	-2.85328865355279	-0.874958994106548	Reg1	regenerating islet-derived 1	19692	6 34.77 cM	carbohydrate binding///growth factor activity		extracellular region///extracellular vesicular exosome	GO:0030246///GO:0008083		GO:0005576///GO:0070062	
1419912_s_at	0.434054803195954	0.0150742699391102	3.09560762787503	-2.86005124161818	0.52851503908342	Strap	serine/threonine kinase receptor associated protein	20901	6	kinase activity///poly(A) RNA binding///protein binding///receptor binding///transferase activity	RNA splicing///mRNA processing///maintenance of gastrointestinal epithelium///negative regulation of epithelial cell migration///negative regulation of epithelial cell proliferation///negative regulation of epithelial to mesenchymal transition///negative regulation of pathway-restricted SMAD protein phosphorylation///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transforming growth factor beta receptor signaling pathway///negative regulation of transforming growth factor beta receptor signaling pathway///phosphorylation///spliceosomal snRNP assembly	SMN complex///SMN-Sm protein complex///cell junction///cytoplasm///cytosol///nucleus///plasma membrane	GO:0016301///GO:0044822///GO:0005515///GO:0005102///GO:0016740	GO:0008380///GO:0006397///GO:0030277///GO:0010633///GO:0050680///GO:0010719///GO:0060394///GO:0000122///GO:0030512///GO:0030512///GO:0016310///GO:0000387	GO:0032797///GO:0034719///GO:0030054///GO:0005737///GO:0005829///GO:0005634///GO:0005886	
1448299_at	0.434333866853843	0.0151120711968493	-3.09393807016447	-2.86243695585067	-1.33530542740854	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	20510	19	L-glutamate transmembrane transporter activity///L-glutamate transmembrane transporter activity///glutamate binding///glutamate:sodium symporter activity///glutamate:sodium symporter activity///protein binding///sodium:dicarboxylate symporter activity///symporter activity	D-aspartate import///L-alpha-amino acid transmembrane transport///L-glutamate import///L-glutamate transport///L-glutamate transport///dicarboxylic acid transport///protein homooligomerization///protein homooligomerization///sodium ion transmembrane transport///transport	extracellular vesicular exosome///integral component of membrane///membrane///plasma membrane	GO:0005313///GO:0005313///GO:0016595///GO:0015501///GO:0015501///GO:0005515///GO:0017153///GO:0015293	GO:0070779///GO:1902475///GO:0051938///GO:0015813///GO:0015813///GO:0006835///GO:0051260///GO:0051260///GO:0035725///GO:0006810	GO:0070062///GO:0016021///GO:0016020///GO:0005886	
1437218_at	0.434333866853843	0.015122245694779	3.0934894437799	-2.86307806401139	0.670713733544151	Fn1	fibronectin 1	14268	1 36.05 cM	heparin binding///integrin binding///mercury ion binding///peptidase activator activity///protease binding///protein binding	acute-phase response///angiogenesis///calcium-independent cell-matrix adhesion///cell activation///cell adhesion///cell-matrix adhesion///cell-matrix adhesion///cell-substrate junction assembly///cellular response to interleukin-1///cellular response to mercury ion///endodermal cell differentiation///extracellular matrix organization///glial cell migration///integrin activation///negative regulation of apoptotic process///peptide cross-linking///positive regulation of axon extension///positive regulation of cell migration///positive regulation of chemotaxis///positive regulation of peptidase activity///regulation of cell shape///substrate adhesion-dependent cell spreading///wound healing	apical plasma membrane///basal lamina///basement membrane///basement membrane///blood microparticle///endoplasmic reticulum-Golgi intermediate compartment///extracellular matrix///extracellular matrix///colocalizes_with extracellular matrix///extracellular region///extracellular space///extracellular vesicular exosome///fibrinogen complex///proteinaceous extracellular matrix///proteinaceous extracellular matrix	GO:0008201///GO:0005178///GO:0045340///GO:0016504///GO:0002020///GO:0005515	GO:0006953///GO:0001525///GO:0007161///GO:0001775///GO:0007155///GO:0007160///GO:0007160///GO:0007044///GO:0071347///GO:0071288///GO:0035987///GO:0030198///GO:0008347///GO:0033622///GO:0043066///GO:0018149///GO:0045773///GO:0030335///GO:0050921///GO:0010952///GO:0008360///GO:0034446///GO:0042060	GO:0016324///GO:0005605///GO:0005604///GO:0005604///GO:0072562///GO:0005793///GO:0031012///GO:0031012///colocalizes_with GO:0031012///GO:0005576///GO:0005615///GO:0070062///GO:0005577///GO:0005578///GO:0005578	
1460318_at	0.434436786017085	0.0151612618227331	-3.09177202576751	-2.8655325051408	-0.359539920935147	Csrp3	cysteine and glycine-rich protein 3	13009	7	actinin binding///metal ion binding///protein binding///structural constituent of muscle///structural constituent of muscle///telethonin binding///telethonin binding///zinc ion binding	cardiac muscle contraction///cardiac muscle contraction///cardiac muscle hypertrophy///cardiac muscle tissue development///cardiac myofibril assembly///cell differentiation///cellular calcium ion homeostasis///detection of muscle stretch///detection of muscle stretch///multicellular organismal development///muscle organ development///protein localization to organelle///protein localization to organelle///regulation of the force of heart contraction	Z disc///Z disc///cell///cytoplasm///cytoskeleton///nucleus	GO:0042805///GO:0046872///GO:0005515///GO:0008307///GO:0008307///GO:0031433///GO:0031433///GO:0008270	GO:0060048///GO:0060048///GO:0003300///GO:0048738///GO:0055003///GO:0030154///GO:0006874///GO:0035995///GO:0035995///GO:0007275///GO:0007517///GO:0033365///GO:0033365///GO:0002026	GO:0030018///GO:0030018///GO:0005623///GO:0005737///GO:0005856///GO:0005634	
1423666_s_at	0.434436786017085	0.0151665350090498	3.09154026533297	-2.86586374528552	0.438342407067587	Rpl5	ribosomal protein L5	100503670	5 52.23 cM	5S rRNA binding///RNA binding///poly(A) RNA binding///protein binding///rRNA binding///structural constituent of ribosome	positive regulation of phosphatase activity///rRNA processing///ribosomal large subunit biogenesis///translation	aminoacyl-tRNA synthetase multienzyme complex///cytoplasm///cytosolic large ribosomal subunit///extracellular vesicular exosome///focal adhesion///intracellular///membrane///nucleolus///nucleus///ribonucleoprotein complex///ribosome	GO:0008097///GO:0003723///GO:0044822///GO:0005515///GO:0019843///GO:0003735	GO:0010922///GO:0006364///GO:0042273///GO:0006412	GO:0017101///GO:0005737///GO:0022625///GO:0070062///GO:0005925///GO:0005622///GO:0016020///GO:0005730///GO:0005634///GO:0030529///GO:0005840	
1460281_at	0.434436786017085	0.015183268898702	-3.09080535753224	-2.86691413371401	-1.09716950150301	Asb15	ankyrin repeat and SOCS box-containing 15	78910	6	molecular_function	biological_process///intracellular signal transduction	cellular_component	GO:0003674	GO:0008150///GO:0035556	GO:0005575	
1434164_s_at	0.435442555361248	0.0152376107958057	-3.08842464899264	-2.87031716874601	-1.82302070173205	Khdc1b	KH domain containing 1B	98582	1	RNA binding///identical protein binding///protein binding	activation of cysteine-type endopeptidase activity involved in apoptotic process	cytoplasm	GO:0003723///GO:0042802///GO:0005515	GO:0006919	GO:0005737	
1451169_at	0.435605725130391	0.0152816489272926	3.08650186605945	-2.87306601116764	0.595239371262706	Nomo1	nodal modulator 1	211548	7 29.66 cM	carbohydrate binding///molecular_function	biological_process	endoplasmic reticulum membrane///integral component of membrane///membrane	GO:0030246///GO:0003674	GO:0008150	GO:0005789///GO:0016021///GO:0016020	
1416875_at	0.435605725130391	0.0152817169327365	-3.08649890131461	-2.8730702498749	-1.00031841176907	Parvg	parvin, gamma	64099	15	actin binding	actin cytoskeleton reorganization///biological_process///cell adhesion	cell junction///cellular_component///cytoplasm///cytoskeleton///membrane///plasma membrane	GO:0003779	GO:0031532///GO:0008150///GO:0007155	GO:0030054///GO:0005575///GO:0005737///GO:0005856///GO:0016020///GO:0005886	
1450210_at	0.436334522319489	0.0153265145125004	-3.08454891840072	-2.87585832032337	-2.03219939397811	Bmp15	bone morphogenetic protein 15	12155	X 2.81 cM	cytokine activity///growth factor activity	granulosa cell development///ovarian follicle development///positive regulation of transcription, DNA-templated	cytoplasm///extracellular region///extracellular space	GO:0005125///GO:0008083	GO:0060016///GO:0001541///GO:0045893	GO:0005737///GO:0005576///GO:0005615	
1452445_at	0.436772150517647	0.0153931627663823	3.08165882983347	-2.87999117770872	1.42024739103769	Slc41a2	solute carrier family 41, member 2	338365	10	cation transmembrane transporter activity	cation transport///ion transport///transport	integral component of membrane///membrane///plasma membrane	GO:0008324	GO:0006812///GO:0006811///GO:0006810	GO:0016021///GO:0016020///GO:0005886	
1423248_at	0.436772150517647	0.0153956811994058	3.08154987953054	-2.88014699250522	0.579320214771442	Nktr	natural killer tumor recognition sequence	18087	9 72.57 cM	isomerase activity///peptide binding///peptidyl-prolyl cis-trans isomerase activity	protein folding///protein peptidyl-prolyl isomerization		GO:0016853///GO:0042277///GO:0003755	GO:0006457///GO:0000413		
1423291_s_at	0.436772150517647	0.0153996350997848	3.08137886693533	-2.88039156756705	0.652648256624005	Hyou1	hypoxia up-regulated 1	12282	9 B	ATP binding///nucleotide binding	response to hypoxia///response to ischemia///response to stress	endoplasmic reticulum///extracellular vesicular exosome///focal adhesion///membrane///smooth endoplasmic reticulum	GO:0005524///GO:0000166	GO:0001666///GO:0002931///GO:0006950	GO:0005783///GO:0070062///GO:0005925///GO:0016020///GO:0005790	
1451260_at	0.437790466643177	0.0154548331327098	-3.07899625590617	-2.88379935118698	-0.922721356823066	Aldh1b1	aldehyde dehydrogenase 1 family, member B1	72535	4 B2	aldehyde dehydrogenase (NAD) activity///oxidoreductase activity///oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	metabolic process///oxidation-reduction process	intracellular membrane-bounded organelle///mitochondrion///mitochondrion///nucleus	GO:0004029///GO:0016491///GO:0016620	GO:0008152///GO:0055114	GO:0043231///GO:0005739///GO:0005739///GO:0005634	
1452003_at	0.439655590174826	0.0155665139647812	3.07420272934012	-2.89065693884176	1.58661302313232	Rbm14	RNA binding motif protein 14	56275	19	ligand-dependent nuclear receptor transcription coactivator activity///poly(A) RNA binding	SMAD protein signal transduction///histone deacetylation///positive regulation of transcription from RNA polymerase II promoter	nucleus///transcription factor complex	GO:0030374///GO:0044822	GO:0060395///GO:0016575///GO:0045944	GO:0005634///GO:0005667	
1418177_at	0.439655590174826	0.0155677126091248	-3.07415147718164	-2.89073027089686	-1.01170595507568	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	14406	11 24.8 cM	GABA-A receptor activity///GABA-A receptor activity///GABA-A receptor activity///chloride channel activity///chloride channel activity///extracellular ligand-gated ion channel activity///protein binding	adult behavior///cellular response to histamine///chloride transmembrane transport///chloride transmembrane transport///chloride transport///gamma-aminobutyric acid signaling pathway///ion transport///post-embryonic development///signal transduction///synaptic transmission///synaptic transmission, GABAergic///transport	GABA-A receptor complex///axon///cell junction///chloride channel complex///cytoplasm///dendrite membrane///inhibitory synapse///integral component of membrane///integral component of plasma membrane///membrane///plasma membrane///postsynaptic membrane///synapse	GO:0004890///GO:0004890///GO:0004890///GO:0005254///GO:0005254///GO:0005230///GO:0005515	GO:0030534///GO:0071420///GO:1902476///GO:1902476///GO:0006821///GO:0007214///GO:0006811///GO:0009791///GO:0007165///GO:0007268///GO:0051932///GO:0006810	GO:1902711///GO:0030424///GO:0030054///GO:0034707///GO:0005737///GO:0032590///GO:0060077///GO:0016021///GO:0005887///GO:0016020///GO:0005886///GO:0045211///GO:0045202	
1434292_at	0.439655590174826	0.0156003047135365	-3.0727594719381	-2.89272205380823	-0.773944637882908	Snhg11	small nucleolar RNA host gene 11	319317	2	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575	
1427617_at	0.439655590174826	0.015619704058316	-3.07193237361275	-2.89390560791404	-0.527109967114813	Fut10	fucosyltransferase 10	171167	8	1,2-dihydroxy-phenanthrene glycosyltransferase activity///1-phenanthrol glycosyltransferase activity///9-phenanthrol UDP-glucuronosyltransferase activity///9-phenanthrol glycosyltransferase activity///O antigen polymerase activity///UDP-glucose:glycoprotein glucosyltransferase activity///acetylgalactosaminyltransferase activity///acetylglucosaminyltransferase activity///alpha-(1->3)-fucosyltransferase activity///alpha-(1->6)-fucosyltransferase activity///alpha-1,2-galactosyltransferase activity///alpha-1,2-mannosyltransferase activity///alpha-1,3-galactosyltransferase activity///alpha-1,3-mannosyltransferase activity///alpha-1,6-mannosyltransferase activity///benzoic acid glucosyltransferase activity///beta-1,4-mannosyltransferase activity///cellulose synthase activity///chondroitin hydrolase activity///cytokinin 9-beta-glucosyltransferase activity///dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity///dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity///dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity///fucosyltransferase activity///galactosyltransferase activity///glucosyltransferase activity///glycolipid mannosyltransferase activity///indole-3-butyrate beta-glucosyltransferase activity///inositol phosphoceramide synthase activity///lipopolysaccharide-1,5-galactosyltransferase activity///lipopolysaccharide-1,6-galactosyltransferase activity///mannosyltransferase activity///oligosaccharyl transferase activity///phenanthrol glycosyltransferase activity///salicylic acid glucosyltransferase (ester-forming) activity///salicylic acid glucosyltransferase (glucoside-forming) activity///transferase activity///transferase activity, transferring glycosyl groups	cerebral cortex radially oriented cell migration///fucosylation///neuronal stem cell maintenance///protein glycosylation	Golgi apparatus///Golgi membrane///cellular_component///integral component of membrane///membrane	GO:0018718///GO:0018716///GO:0018715///GO:0018717///GO:0008755///GO:0003980///GO:0008376///GO:0008375///GO:0046920///GO:0046921///GO:0031278///GO:0000026///GO:0001962///GO:0000033///GO:0000009///GO:0052641///GO:0019187///GO:0016759///GO:0052757///GO:0080062///GO:0042283///GO:0033556///GO:0042281///GO:0004583///GO:0052824///GO:0008417///GO:0008378///GO:0046527///GO:0004376///GO:0052638///GO:0045140///GO:0035496///GO:0008921///GO:0000030///GO:0004576///GO:0019112///GO:0052639///GO:0052640///GO:0016740///GO:0016757	GO:0021799///GO:0036065///GO:0097150///GO:0006486	GO:0005794///GO:0000139///GO:0005575///GO:0016021///GO:0016020	
1415677_at	0.439655590174826	0.0156294676763502	3.07151650508814	-2.89450072677977	0.505249635497432	Dhrs1	dehydrogenase/reductase (SDR family) member 1	52585	14 28.19 cM	1-hydroxy-4,4-dimethylpentan-3-one dehydrogenase activity///1-phenylethanol dehydrogenase activity///2,4,4-trimethyl-1-pentanol dehydrogenase activity///2,4,4-trimethyl-3-hydroxypentanoyl-CoA dehydrogenase activity///2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA dehydrogenase activity///3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA dehydrogenase activity///3-hydroxy-2-methylhexanoyl-CoA dehydrogenase activity///3-hydroxy-4-methyloctanoyl-CoA dehydrogenase activity///chloral hydrate dehydrogenase activity///cis-1,2-dihydroxy-1,2-dihydro-8-carboxynaphthalene dehydrogenase activity///cis-9,10-dihydroanthracene-9,10-diol dehydrogenase activity///citronellol dehydrogenase activity///endosulfan diol dehydrogenase activity///endosulfan hydroxyether dehydrogenase activity///hydroxymethylmethylsilanediol oxidase activity///ketoreductase activity///molecular_function///myrtenol dehydrogenase activity///naphthyl-2-hydroxymethyl-succinyl-CoA dehydrogenase activity///oxidoreductase activity///pinocarveol dehydrogenase activity///versicolorin reductase activity	biological_process///metabolic process///oxidation-reduction process	endoplasmic reticulum///mitochondrial inner membrane///mitochondrion	GO:0034871///GO:0018449///GO:0034863///GO:0034868///GO:0034778///GO:0034944///GO:0034918///GO:0034582///GO:0018447///GO:0034522///GO:0034817///GO:0034821///GO:0034891///GO:0034901///GO:0018448///GO:0045703///GO:0003674///GO:0018450///GO:0034847///GO:0016491///GO:0018446///GO:0042469	GO:0008150///GO:0008152///GO:0055114	GO:0005783///GO:0005743///GO:0005739	
1422764_at	0.439655590174826	0.0156425787243201	3.07095848504167	-2.89529929225839	0.540058617243833	Mapre1	microtubule-associated protein, RP/EB family, member 1	13589	2 75.95 cM	microtubule binding///microtubule plus-end binding///poly(A) RNA binding///protein binding	cell cycle///cell division///mitotic nuclear division///negative regulation of microtubule polymerization///positive regulation of microtubule plus-end binding///positive regulation of microtubule plus-end binding///protein localization to microtubule///protein localization to microtubule///regulation of microtubule polymerization	Golgi apparatus///cell projection///cell projection membrane///centrosome///cortical microtubule cytoskeleton///cytoplasm///colocalizes_with cytoplasmic microtubule///cytoskeleton///microtubule///microtubule///microtubule cytoskeleton///colocalizes_with microtubule plus-end///colocalizes_with spindle	GO:0008017///GO:0051010///GO:0044822///GO:0005515	GO:0007049///GO:0051301///GO:0007067///GO:0031115///GO:1903033///GO:1903033///GO:0035372///GO:0035372///GO:0031113	GO:0005794///GO:0042995///GO:0031253///GO:0005813///GO:0030981///GO:0005737///colocalizes_with GO:0005881///GO:0005856///GO:0005874///GO:0005874///GO:0015630///colocalizes_with GO:0035371///colocalizes_with GO:0005819	
1436097_x_at	0.439655590174826	0.0156591320673002	-3.07025465662108	-2.89630655887947	-1.60948415211879	Arhgap9	Rho GTPase activating protein 9	216445	10	GTPase activator activity///phosphatidylinositol-3,4,5-trisphosphate binding	positive regulation of GTPase activity	cellular_component	GO:0005096///GO:0005547	GO:0043547	GO:0005575	
1418538_at	0.439655590174826	0.015675688517031	-3.06955147522007	-2.89731294318233	-1.58909749509551	Kdelr3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	105785	15	ER retention sequence binding///molecular_function	biological_process///protein retention in ER lumen///protein transport///transport///vesicle-mediated transport	cellular_component///endoplasmic reticulum///integral component of membrane///membrane	GO:0046923///GO:0003674	GO:0008150///GO:0006621///GO:0015031///GO:0006810///GO:0016192	GO:0005575///GO:0005783///GO:0016021///GO:0016020	
